4359639,0.42,-0.16,-1.57,35.23,38.71,-23.37
4359643,0.21,-0.21,-1.33,45.36,41.75,-11.12
4359647,0.29,-0.27,-1.32,48.26,39.42,-9.39
4359651,0.34,-0.33,-1.41,45.47,44.94,-13.10
4359654,0.24,-0.38,-1.33,43.66,48.50,-15.16
4359658,0.19,-0.45,-1.19,45.09,46.91,-16.08
4359662,0.18,-0.50,-1.19,46.97,42.76,-18.08
4359666,0.17,-0.54,-1.28,44.42,39.05,-19.47
4359670,0.13,-0.57,-1.34,38.48,37.55,-20.38
4359673,0.09,-0.58,-1.31,33.63,35.61,-21.55
4359677,0.09,-0.58,-1.25,31.07,32.56,-22.97
4359682,0.08,-0.57,-1.21,30.07,29.64,-23.49
4359686,0.06,-0.56,-1.21,29.09,27.06,-22.83
4359690,0.02,-0.56,-1.23,27.40,27.86,-22.20
4359693,-0.02,-0.56,-1.24,26.17,28.66,-19.86
4359697,-0.04,-0.57,-1.23,24.92,26.94,-18.09
4359701,-0.05,-0.59,-1.23,23.22,25.09,-16.08
4359705,-0.06,-0.62,-1.24,20.54,22.63,-15.39
4359709,-0.08,-0.65,-1.24,18.42,22.20,-13.10
4359712,-0.12,-0.66,-1.21,16.30,21.36,-9.97
4359716,-0.14,-0.63,-1.21,14.75,22.13,-5.80
4359720,-0.18,-0.62,-1.16,15.57,29.24,-0.71
4359725,-0.12,-0.55,-1.13,18.25,26.95,2.49
4359729,-0.05,-0.51,-1.17,19.61,26.13,2.99
4359732,0.01,-0.47,-1.23,19.54,22.96,1.02
4359736,0.02,-0.49,-1.25,18.15,22.34,-0.22
4359740,0.03,-0.50,-1.19,18.04,21.90,-1.21
4359744,0.07,-0.51,-1.15,18.88,22.05,-1.83
4359747,0.10,-0.50,-1.17,19.72,21.58,-2.58
4359751,0.13,-0.45,-1.19,19.97,20.91,-4.36
4359755,0.15,-0.44,-1.18,19.26,19.97,-8.09
4359759,0.17,-0.44,-1.16,19.77,19.16,-13.04
4359762,0.13,-0.46,-1.17,20.27,18.10,-16.90
4359767,0.07,-0.47,-1.18,19.53,17.92,-18.49
4359771,0.05,-0.48,-1.18,19.22,18.72,-19.33
4359775,0.06,-0.50,-1.18,19.96,19.05,-21.57
4359779,0.06,-0.52,-1.17,20.37,18.26,-22.82
4359782,0.04,-0.53,-1.21,19.58,17.56,-22.53
4359786,0.03,-0.53,-1.22,18.64,16.19,-22.25
4359790,0.02,-0.54,-1.22,16.88,14.34,-22.98
4359794,0.00,-0.55,-1.21,16.03,13.24,-24.20
4359798,-0.03,-0.53,-1.18,15.52,13.61,-24.29
4359801,-0.07,-0.54,-1.16,17.17,13.11,-22.84
4359805,-0.09,-0.55,-1.15,19.07,13.32,-20.82
4359810,-0.09,-0.56,-1.15,21.03,14.08,-18.93
4359814,-0.09,-0.59,-1.19,21.87,14.05,-16.27
4359818,-0.08,-0.62,-1.23,20.61,14.32,-14.07
4359821,-0.08,-0.65,-1.24,18.57,14.93,-11.59
4359825,-0.08,-0.66,-1.23,17.66,15.83,-8.27
4359829,-0.09,-0.65,-1.21,16.96,17.25,-5.00
4359833,-0.10,-0.62,-1.19,17.34,19.27,-2.14
4359837,-0.11,-0.59,-1.18,18.00,23.20,-0.49
4359840,-0.10,-0.55,-1.16,19.75,29.16,-0.70
4359844,-0.10,-0.51,-1.13,21.47,35.67,-1.48
4359848,-0.08,-0.50,-1.10,23.99,43.59,-2.99
4359853,-0.03,-0.49,-1.10,26.82,51.75,-6.12
4359857,0.01,-0.47,-1.08,30.04,59.35,-10.65
4359860,0.05,-0.46,-1.07,33.41,67.75,-16.02
4359864,0.05,-0.44,-1.05,37.75,74.28,-21.34
4359868,0.07,-0.45,-1.06,42.44,80.64,-26.47
4359872,0.08,-0.44,-1.09,45.40,84.31,-31.18
4359875,0.09,-0.42,-1.15,46.79,86.81,-35.59
4359879,0.11,-0.42,-1.16,47.81,88.55,-41.08
4359883,0.14,-0.41,-1.16,49.39,89.96,-47.15
4359887,0.16,-0.39,-1.16,51.59,89.39,-53.49
4359891,0.17,-0.39,-1.18,54.06,89.20,-60.02
4359895,0.17,-0.37,-1.20,55.21,88.86,-67.51
4359899,0.19,-0.34,-1.21,55.59,89.27,-76.21
4359903,0.22,-0.32,-1.24,54.78,89.18,-86.34
4359907,0.22,-0.32,-1.27,53.82,86.25,-96.01
4359911,0.25,-0.30,-1.30,52.99,81.36,-105.38
4359914,0.29,-0.30,-1.30,53.38,72.20,-115.25
4359918,0.29,-0.30,-1.30,53.05,64.29,-124.97
4359922,0.21,-0.33,-1.34,51.61,59.27,-131.60
4359926,0.16,-0.36,-1.34,49.86,52.60,-137.58
4359930,0.12,-0.42,-1.32,48.85,48.37,-141.93
4359933,0.04,-0.48,-1.31,46.60,45.78,-144.87
4359938,-0.16,-0.57,-1.28,45.68,47.57,-139.47
4359942,-0.22,-0.65,-1.28,44.87,51.76,-131.94
4359946,-0.40,-1.63,-1.35,47.99,58.48,-108.93
4359950,-0.74,-1.47,-1.43,37.32,79.44,-75.97
4359954,-0.28,-1.16,-1.41,30.40,87.80,-65.19
4359957,-0.12,-0.94,-1.61,16.03,87.94,-65.95
4359961,-0.43,-0.83,-1.74,-3.46,82.50,-56.62
4359965,-0.51,-0.77,-1.53,-11.46,79.69,-42.94
4359969,-0.41,-0.73,-1.31,-12.02,77.48,-32.75
4359973,-0.42,-0.71,-1.31,-13.48,73.50,-22.70
4359977,-0.33,-0.68,-1.43,-20.43,72.27,-15.72
4359981,-0.29,-0.65,-1.39,-23.60,73.09,-8.55
4359985,-0.24,-0.65,-1.35,-24.37,73.85,-3.58
4359989,-0.25,-0.68,-1.16,-17.71,78.76,3.01
4359993,-0.24,-0.69,-1.08,-9.64,84.48,9.01
4359997,-0.23,-0.67,-1.13,-3.12,89.37,14.19
4360001,-0.16,-0.63,-1.27,-1.42,90.13,16.76
4360004,-0.09,-0.58,-1.43,-4.19,86.51,17.12
4360008,-0.01,-0.55,-1.52,-10.20,77.64,15.45
4360012,0.05,-0.50,-1.63,-19.38,66.23,13.44
4360016,0.09,-0.47,-1.73,-32.38,47.79,10.55
4360020,0.13,-0.44,-1.73,-45.37,28.05,6.47
4360024,0.14,-0.44,-1.70,-56.25,8.72,2.76
4360028,0.14,-0.41,-1.53,-62.02,-9.83,0.27
4360032,0.09,-0.40,-1.72,-76.33,-31.29,-1.77
4360036,0.13,-0.43,-1.70,-90.30,-50.21,-4.09
4360039,0.30,-0.49,-1.55,-96.40,-64.63,-12.56
4360043,0.26,-0.65,-1.32,-94.83,-72.74,-19.69
4360047,0.15,-0.65,-1.23,-88.66,-77.12,-23.72
4360051,-0.00,-0.61,-1.37,-88.51,-82.66,-23.39
4360055,-0.10,-0.44,-1.76,-102.44,-103.16,-18.24
4360059,0.27,-0.47,-1.80,-118.90,-119.62,-25.18
4360064,0.17,-0.52,-1.62,-123.31,-139.16,-31.94
4360067,-0.15,-0.60,-1.43,-123.26,-147.80,-27.46
4360071,-0.58,-0.47,-1.48,-131.32,-167.09,-6.71
4360075,-0.40,-0.51,-1.61,-134.49,-184.49,9.18
4360079,0.33,-0.63,-1.35,-128.39,-188.16,-0.64
4360083,-0.18,-0.52,-1.28,-124.57,-189.14,8.55
4360087,-0.42,-0.29,-1.14,-117.58,-191.34,28.97
4360091,0.02,-0.46,-0.81,-102.77,-169.18,30.50
4360095,-0.38,-0.63,-0.39,-73.29,-151.13,42.34
