11049478,1.57,0.54,-3.31,73.20,97.55,128.62
11049482,1.09,0.11,-2.71,87.14,120.93,79.62
11049486,0.80,-0.17,-2.34,95.56,138.74,49.57
11049490,0.64,-0.36,-2.07,98.41,154.61,30.71
11049494,0.56,-0.47,-1.88,98.47,166.86,18.35
11049498,0.51,-0.53,-1.76,94.09,172.32,9.92
11049501,0.49,-0.55,-1.73,89.36,169.97,2.74
11049505,0.49,-0.52,-1.74,81.66,164.72,-3.19
11049509,0.51,-0.45,-1.72,74.34,155.75,-9.74
11049513,0.54,-0.38,-1.66,67.92,146.67,-16.55
11049518,0.52,-0.32,-1.58,64.84,138.08,-23.30
11049522,0.48,-0.28,-1.51,63.98,128.61,-28.28
11049526,0.42,-0.25,-1.43,64.79,122.27,-32.30
11049529,0.37,-0.27,-1.44,67.13,112.63,-35.30
11049533,0.33,-0.29,-1.45,68.27,106.51,-35.98
11049537,0.27,-0.35,-1.48,69.19,97.13,-34.41
11049541,0.23,-0.41,-1.49,68.60,92.53,-32.62
11049545,0.18,-0.50,-1.47,68.37,93.55,-27.72
11049549,0.14,-0.60,-1.47,67.81,98.72,-21.21
11049553,0.13,-0.68,-1.45,66.51,105.52,-14.84
11049556,0.16,-0.73,-1.46,65.65,110.30,-8.30
11049561,0.16,-0.76,-1.45,64.64,114.66,-1.37
11049565,0.16,-0.78,-1.44,63.34,118.40,5.85
11049569,0.16,-0.77,-1.47,61.49,120.16,13.27
11049573,0.15,-0.75,-1.47,59.03,120.97,20.10
11049577,0.15,-0.72,-1.48,57.21,121.81,25.81
11049580,0.16,-0.68,-1.49,55.14,120.92,31.53
11049584,0.18,-0.64,-1.49,53.14,119.30,35.20
11049588,0.21,-0.60,-1.51,50.41,115.04,37.98
11049592,0.22,-0.57,-1.51,47.54,112.99,40.41
11049596,0.22,-0.57,-1.49,45.78,112.60,43.76
11049601,0.22,-0.55,-1.48,44.12,110.61,48.07
11049604,0.26,-0.53,-1.49,43.19,108.59,53.41
11049608,0.30,-0.51,-1.50,42.20,106.32,58.43
11049612,0.36,-0.49,-1.52,41.17,104.73,63.17
11049616,0.43,-0.45,-1.54,41.04,102.46,67.26
11049620,0.53,-0.42,-1.56,40.73,100.61,69.61
11049624,0.64,-0.36,-1.58,39.93,97.69,69.09
11049627,0.75,-0.31,-1.60,39.33,92.76,65.10
11049631,0.83,-0.26,-1.61,36.97,86.81,59.80
11049635,0.89,-0.21,-1.62,32.55,80.27,51.20
11049639,0.94,-0.14,-1.62,27.66,72.43,41.36
11049644,1.00,-0.09,-1.58,23.07,65.11,29.47
11049647,1.03,-0.04,-1.53,19.14,56.75,15.69
11049651,1.06,-0.02,-1.50,15.75,47.38,0.71
11049655,1.09,0.01,-1.48,12.50,39.70,-13.78
11049659,1.10,0.06,-1.49,8.90,29.99,-29.22
11049663,1.11,0.10,-1.49,4.55,19.71,-45.50
11049666,1.12,0.12,-1.48,1.25,8.61,-62.09
11049670,1.11,0.13,-1.49,-2.65,-2.23,-78.12
11049674,1.09,0.13,-1.52,-6.35,-14.49,-93.59
11049678,1.09,0.12,-1.55,-10.68,-24.26,-107.13
11049682,1.07,0.11,-1.55,-14.67,-32.75,-121.26
11049687,1.05,0.10,-1.57,-18.94,-41.03,-134.52
11049690,1.03,0.13,-1.59,-24.35,-50.49,-149.55
11049694,0.98,0.12,-1.59,-29.43,-62.25,-164.35
11049698,0.87,0.05,-1.56,-34.73,-74.15,-175.89
11049702,0.81,-0.02,-1.54,-38.57,-84.48,-185.98
11049706,0.78,-0.07,-1.52,-42.04,-90.81,-195.28
11049710,0.69,-0.18,-1.53,-43.70,-101.66,-201.82
11049714,0.67,-0.24,-1.58,-46.96,-110.27,-208.71
11049718,0.54,-0.32,-1.54,-48.39,-116.34,-210.03
11049721,0.51,-0.37,-1.44,-44.23,-112.40,-210.92
11049726,0.55,-0.40,-1.46,-39.05,-113.01,-215.90
11049731,0.38,-0.50,-1.44,-34.21,-109.61,-215.97
11049735,-0.39,-2.87,-1.70,-36.13,-81.22,-171.33
